row	column	plate	well	UID	clone	name	marker
1	1	-	-	empty	empty-1-1	empty	aph(KEIO:empty)
1	2	-	-	empty	empty-1-2	empty	aph(KEIO:empty)
1	3	-	-	ECK1960	ECK1960-1-3	yedJ	aph(KEIO:yedJ)
1	4	-	-	ECK1960	ECK1960-1-4	yedJ	aph(KEIO:yedJ)
1	5	-	-	ECK1317	ECK1317-1-5	ycjX	aph(KEIO:ycjX)
1	6	-	-	ECK1317	ECK1317-1-6	ycjX	aph(KEIO:ycjX)
1	7	-	-	ECK2577	ECK2577-1-7	grcA	aph(KEIO:grcA)
1	8	-	-	ECK2577	ECK2577-1-8	grcA	aph(KEIO:grcA)
1	9	-	-	ECK1627	ECK1627-1-9	rsxG	aph(KEIO:rsxG)
1	10	-	-	ECK1627	ECK1627-1-10	rsxG	aph(KEIO:rsxG)
1	11	-	-	ECK0573	ECK0573-1-11	ybdK	aph(KEIO:ybdK)
1	12	-	-	ECK0573	ECK0573-1-12	ybdK	aph(KEIO:ybdK)
1	13	-	-	ECK2180	ECK2180-1-13	yejK	aph(KEIO:yejK)
1	14	-	-	ECK2180	ECK2180-1-14	yejK	aph(KEIO:yejK)
1	15	-	-	ECK1636	ECK1636-1-15	anmK	aph(KEIO:anmK)
1	16	-	-	ECK1636	ECK1636-1-16	anmK	aph(KEIO:anmK)
1	17	-	-	ECK2344	ECK2344-1-17	yfdG	aph(KEIO:yfdG)
1	18	-	-	ECK2344	ECK2344-1-18	yfdG	aph(KEIO:yfdG)
1	19	-	-	ECK0118	ECK0118-1-19	yacL	aph(KEIO:yacL)
1	20	-	-	ECK0118	ECK0118-1-20	yacL	aph(KEIO:yacL)
1	21	-	-	ECK2763	ECK2763-1-21	ygcP	aph(KEIO:ygcP)
1	22	-	-	ECK2763	ECK2763-1-22	ygcP	aph(KEIO:ygcP)
1	23	-	-	ECK0498	ECK0498-1-23	allA	aph(KEIO:allA)
1	24	-	-	ECK0498	ECK0498-1-24	allA	aph(KEIO:allA)
1	25	-	-	ECK0116	ECK0116-1-25	yacH	aph(KEIO:yacH)
1	26	-	-	ECK0116	ECK0116-1-26	yacH	aph(KEIO:yacH)
1	27	-	-	ECK0827	ECK0827-1-27	yliI	aph(KEIO:yliI)
1	28	-	-	ECK0827	ECK0827-1-28	yliI	aph(KEIO:yliI)
1	29	-	-	empty	empty-1-29	empty	aph(KEIO:empty)
1	30	-	-	empty	empty-1-30	empty	aph(KEIO:empty)
1	31	-	-	ECK0950	ECK0950-1-31	sxy	aph(KEIO:sxy)
1	32	-	-	ECK0950	ECK0950-1-32	sxy	aph(KEIO:sxy)
1	33	-	-	ECK0247	ECK0247-1-33	yafW	aph(KEIO:yafW)
1	34	-	-	ECK0247	ECK0247-1-34	yafW	aph(KEIO:yafW)
1	35	-	-	ECK0083	ECK0083-1-35	rsmH	aph(KEIO:rsmH)
1	36	-	-	ECK0083	ECK0083-1-36	rsmH	aph(KEIO:rsmH)
1	37	-	-	ECK2241	ECK2241-1-37	yfaX	aph(KEIO:yfaX)
1	38	-	-	ECK2241	ECK2241-1-38	yfaX	aph(KEIO:yfaX)
1	39	-	-	empty	empty-1-39	empty	aph(KEIO:empty)
1	40	-	-	empty	empty-1-40	empty	aph(KEIO:empty)
1	41	-	-	empty	empty-1-41	empty	aph(KEIO:empty)
1	42	-	-	empty	empty-1-42	empty	aph(KEIO:empty)
1	43	-	-	ECK1680	ECK1680-1-43	sufA	aph(KEIO:sufA)
1	44	-	-	ECK1680	ECK1680-1-44	sufA	aph(KEIO:sufA)
1	45	-	-	ECK0702	ECK0702-1-45	ybgL	aph(KEIO:ybgL)
1	46	-	-	ECK0702	ECK0702-1-46	ybgL	aph(KEIO:ybgL)
1	47	-	-	ECK2321	ECK2321-1-47	yfcA	aph(KEIO:yfcA)
1	48	-	-	ECK2321	ECK2321-1-48	yfcA	aph(KEIO:yfcA)
2	1	-	-	empty	empty-2-1	empty	aph(KEIO:empty)
2	2	-	-	empty	empty-2-2	empty	aph(KEIO:empty)
2	3	-	-	ECK2044	ECK2044-2-3	wcaI	aph(KEIO:wcaI)
2	4	-	-	ECK2044	ECK2044-2-4	wcaI	aph(KEIO:wcaI)
2	5	-	-	ECK1931	ECK1931-2-5	yedL	aph(KEIO:yedL)
2	6	-	-	ECK1931	ECK1931-2-6	yedL	aph(KEIO:yedL)
2	7	-	-	ECK2123	ECK2123-2-7	yehY	aph(KEIO:yehY)
2	8	-	-	ECK2123	ECK2123-2-8	yehY	aph(KEIO:yehY)
2	9	-	-	ECK2784	ECK2784-2-9	yqcA	aph(KEIO:yqcA)
2	10	-	-	ECK2784	ECK2784-2-10	yqcA	aph(KEIO:yqcA)
2	11	-	-	ECK2209	ECK2209-2-11	rcsD	aph(KEIO:rcsD)
2	12	-	-	ECK2209	ECK2209-2-12	rcsD	aph(KEIO:rcsD)
2	13	-	-	empty	empty-2-13	empty	aph(KEIO:empty)
2	14	-	-	empty	empty-2-14	empty	aph(KEIO:empty)
2	15	-	-	ECK2529	ECK2529-2-15	trmJ	aph(KEIO:trmJ)
2	16	-	-	ECK2529	ECK2529-2-16	trmJ	aph(KEIO:trmJ)
2	17	-	-	empty	empty-2-17	empty	aph(KEIO:empty)
2	18	-	-	empty	empty-2-18	empty	aph(KEIO:empty)
2	19	-	-	ECK2635	ECK2635-2-19	ypjM_3	aph(KEIO:ypjM_3)
2	20	-	-	ECK2635	ECK2635-2-20	ypjM_3	aph(KEIO:ypjM_3)
2	21	-	-	ECK0316	ECK0316-2-21	yahD	aph(KEIO:yahD)
2	22	-	-	ECK0316	ECK0316-2-22	yahD	aph(KEIO:yahD)
2	23	-	-	empty	empty-2-23	empty	aph(KEIO:empty)
2	24	-	-	empty	empty-2-24	empty	aph(KEIO:empty)
2	25	-	-	ECK0436	ECK0436-2-25	ybaV	aph(KEIO:ybaV)
2	26	-	-	ECK0436	ECK0436-2-26	ybaV	aph(KEIO:ybaV)
2	27	-	-	ECK0440	ECK0440-2-27	cof	aph(KEIO:cof)
2	28	-	-	ECK0440	ECK0440-2-28	cof	aph(KEIO:cof)
2	29	-	-	empty	empty-2-29	empty	aph(KEIO:empty)
2	30	-	-	empty	empty-2-30	empty	aph(KEIO:empty)
2	31	-	-	ECK1950	ECK1950-2-31	dsrB	aph(KEIO:dsrB)
2	32	-	-	ECK1950	ECK1950-2-32	dsrB	aph(KEIO:dsrB)
2	33	-	-	ECK0701	ECK0701-2-33	ybgK	aph(KEIO:ybgK)
2	34	-	-	ECK0701	ECK0701-2-34	ybgK	aph(KEIO:ybgK)
2	35	-	-	empty	empty-2-35	empty	aph(KEIO:empty)
2	36	-	-	empty	empty-2-36	empty	aph(KEIO:empty)
2	37	-	-	ECK0784	ECK0784-2-37	ybhG	aph(KEIO:ybhG)
2	38	-	-	ECK0784	ECK0784-2-38	ybhG	aph(KEIO:ybhG)
2	39	-	-	ECK3087	ECK3087-2-39	mzrA	aph(KEIO:mzrA)
2	40	-	-	ECK3087	ECK3087-2-40	mzrA	aph(KEIO:mzrA)
2	41	-	-	ECK0828	ECK0828-2-41	gstB	aph(KEIO:gstB)
2	42	-	-	ECK0828	ECK0828-2-42	gstB	aph(KEIO:gstB)
2	43	-	-	ECK0143	ECK0143-2-43	gluQ	aph(KEIO:gluQ)
2	44	-	-	ECK0143	ECK0143-2-44	gluQ	aph(KEIO:gluQ)
2	45	-	-	empty	empty-2-45	empty	aph(KEIO:empty)
2	46	-	-	empty	empty-2-46	empty	aph(KEIO:empty)
2	47	-	-	empty	empty-2-47	empty	aph(KEIO:empty)
2	48	-	-	empty	empty-2-48	empty	aph(KEIO:empty)
3	1	-	-	ECK2534	ECK2534-3-1	hcaR	aph(KEIO:hcaR)
3	2	-	-	ECK2534	ECK2534-3-2	hcaR	aph(KEIO:hcaR)
3	3	-	-	empty	empty-3-3	empty	aph(KEIO:empty)
3	4	-	-	empty	empty-3-4	empty	aph(KEIO:empty)
3	5	-	-	ECK1106	ECK1106-3-5	cobB	aph(KEIO:cobB)
3	6	-	-	ECK1106	ECK1106-3-6	cobB	aph(KEIO:cobB)
3	7	-	-	ECK2756	ECK2756-3-7	cas3	aph(KEIO:cas3)
3	8	-	-	ECK2756	ECK2756-3-8	cas3	aph(KEIO:cas3)
3	9	-	-	ECK0082	ECK0082-3-9	mraZ	aph(KEIO:mraZ)
3	10	-	-	ECK0082	ECK0082-3-10	mraZ	aph(KEIO:mraZ)
3	11	-	-	ECK2828	ECK2828-3-11	ygdQ	aph(KEIO:ygdQ)
3	12	-	-	ECK2828	ECK2828-3-12	ygdQ	aph(KEIO:ygdQ)
3	13	-	-	ECK0407	ECK0407-3-13	nrdR	aph(KEIO:nrdR)
3	14	-	-	ECK0407	ECK0407-3-14	nrdR	aph(KEIO:nrdR)
3	15	-	-	ECK1690	ECK1690-3-15	ydiB	aph(KEIO:ydiB)
3	16	-	-	ECK1690	ECK1690-3-16	ydiB	aph(KEIO:ydiB)
3	17	-	-	ECK2576	ECK2576-3-17	eamB	aph(KEIO:eamB)
3	18	-	-	ECK2576	ECK2576-3-18	eamB	aph(KEIO:eamB)
3	19	-	-	ECK1263	ECK1263-3-19	rluB	aph(KEIO:rluB)
3	20	-	-	ECK1263	ECK1263-3-20	rluB	aph(KEIO:rluB)
3	21	-	-	ECK0590	ECK0590-3-21	entH	aph(KEIO:entH)
3	22	-	-	ECK0590	ECK0590-3-22	entH	aph(KEIO:entH)
3	23	-	-	ECK1050	ECK1050-3-23	mdtH	aph(KEIO:mdtH)
3	24	-	-	ECK1050	ECK1050-3-24	mdtH	aph(KEIO:mdtH)
3	25	-	-	ECK2025	ECK2025-3-25	wbbL_1	aph(KEIO:wbbL_1)
3	26	-	-	ECK2025	ECK2025-3-26	wbbL_1	aph(KEIO:wbbL_1)
3	27	-	-	empty	empty-3-27	empty	aph(KEIO:empty)
3	28	-	-	empty	empty-3-28	empty	aph(KEIO:empty)
3	29	-	-	empty	empty-3-29	empty	aph(KEIO:empty)
3	30	-	-	empty	empty-3-30	empty	aph(KEIO:empty)
3	31	-	-	ECK1275	ECK1275-3-31	yciM	aph(KEIO:yciM)
3	32	-	-	ECK1275	ECK1275-3-32	yciM	aph(KEIO:yciM)
3	33	-	-	ECK2225	ECK2225-3-33	yfaL	aph(KEIO:yfaL)
3	34	-	-	ECK2225	ECK2225-3-34	yfaL	aph(KEIO:yfaL)
3	35	-	-	ECK1339	ECK1339-3-35	ydaN	aph(KEIO:ydaN)
3	36	-	-	ECK1339	ECK1339-3-36	ydaN	aph(KEIO:ydaN)
3	37	-	-	ECK2292	ECK2292-3-37	yfcC	aph(KEIO:yfcC)
3	38	-	-	ECK2292	ECK2292-3-38	yfcC	aph(KEIO:yfcC)
3	39	-	-	ECK1436	ECK1436-3-39	ydcU	aph(KEIO:ydcU)
3	40	-	-	ECK1436	ECK1436-3-40	ydcU	aph(KEIO:ydcU)
3	41	-	-	ECK2385	ECK2385-3-41	yfeO	aph(KEIO:yfeO)
3	42	-	-	ECK2385	ECK2385-3-42	yfeO	aph(KEIO:yfeO)
